Case No,ad_id,terra_indigena,povo,muni,year,report_cat,dem_status,primary_conflict,pc_spec,pc_other,pc_comment,secondary_conflict,sc_spec,sc_other,sc_comment,violence,gov_support,gov_level,gov_spec,counterparty,counterparty_spec,
999,.,Adi Arumatewá,Tembé,.,2014,1,1,5,50,Delay,Process frozen due to FUNAI. ,9,99,,,2,1,1,FUNAI,1,FUNAI,
1000,5018,Amanayé,,,2014,1,1,4,43,,"Indigenous must repossess Sarawa Indigenous Land, abandoned due to conflicts with fishermen",9,99,,,9,1,1,FUNAI putting requisite of repossession of Sarawa land,3,fishermen,
1001,.,Encantados,Tupaiu,.,2014,1,1,5,50,Delay,Waiting over 10 years,9,99,,,2,3,,,9,,
1002,5066,Baixo Tapajós,,,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,1,FUNAI,1,FUNAI,
1003,5067,Baixo Tapajós II,,,2014,1,1,9,99,,Workforce for identification not yet created,9,99,,,2,2,,,9,,
1004,.,Barreira Campo,Karajá,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,3,,,9,,
1005,5090,Borari de Alter do Chão,,,2014,1,1,1,11,,"Conflicts with real estate businesses, landgrabbers, universities and churches",9,99,,,9,3,,,1|2|3,"real estate businesses, landgrabbers, universities and churches",
1006,.,Tukuara Braganca Marituba,Munduruku,.,2014,1,1,5,50,Complaint,Complaint by several institutions,9,99,,,2,1,3,Municipal City Hall of Belterra,1|2|3,"ICMBio, Municipal City Hall of Belterra, Federation of Community Associations, Rural Workers' Union of Belterra",
1007,.,Canain,Atikum,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,1,FUNAI,1,FUNAI,
1008,5137,Cobra Grande,,,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,9,,
1009,.,Guajanaíra,Guajajara | Guarani-Mbya,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,1,Federal Government,1,FUNAI,
1010,.,.,Other: Isolated people,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,9,,
1011,.,Cuminapanema Urucuriana,Other: Isolated people,.,2014,1,1,5,50,Threat of invasion,,9,99,,,9,3,2,,3,invaders,
1012,5275,Kapotnhinore,,,2014,1,1,9,99,,land not regulated,9,99,,,2,2,,,9,,
1013,5299,Kaxuyana,,,2014,1,1,9,99,,land regulation not concluded,9,99,,,2,2,,,9,,
1014,5780,Sawré Apompu (Km 43),,,2014,1,1,4,41,,Logging,9,99,,,9,2,,,3,loggers,
1015,.,Muruci,Arapium,.,2014,1,1,9,99,,land not regulated,9,99,,,2,2,,,9,,
1016,.,Nova Jacundá,Guarani-Mbya,.,2014,1,1,9,99,,land regulation not concluded,9,99,,,2,2,,,9,,
1017,.,Ororobá,Atikum,.,2014,1,1,9,99,,land regulation not started,9,99,,,2,2,,,9,,
1018,5411,Pacajá,,,2014,1,1,4,41,,loggers,9,99,,,3,1,4,Work group for antrhopological studies that did leave out half of indigenous land,3,loggers,
1019,.,Pedreira Miripixi,Arapium,.,2014,1,1,9,99,,land regulation not started,9,99,,,2,2,,,9,,
1020,5454,Pimental,,,2014,1,1,5,50,Threat of hydroelectric plant,"If hydro plant gets built, land will be flooded",9,99,,,2,2,,,9,"Unclear, if hydro plant is public or private",
1021,5483,Praia do Índio,,,2014,1,1,5,50,Nearby town,land regulation not concluded,9,99,,,2,2,,,9,,
1022,.,São João Tapi-Ira,Arapium,.,2014,1,1,9,99,,land not regulated,9,99,,,2,2,,,9,,
1023,5547,São Luiz do Tapajós,,,2014,1,1,5,50,Threat of hydroelectric plant,"If dam gets built, land will be flooded",9,99,,,2,2,,,9,"Unclear, if dam is public or private",
1024,.,Tavaquara,Kuruaya | Xipáya,.,2014,1,1,9,99,,land not regulated,9,99,,,2,2,,,9,,
1025,5628,Tunayana,,,2014,1,1,9,99,,land not regulated,9,99,,,2,2,,,9,,
1026,5333,Las Casas,,,2014,1,1,5,50,Threat of invasion,"Threat of non-indigenous settlers, as they did not receive compensation from public entity yet",9,99,,,9,3,,,3,settlers,
1027,5799,Tuwa Apekuokawera,,,2014,1,1,1,11,,Invasion by farmers and Incra settling projects. No indication of Funai to help,9,99,,,9,3,,,3,farmers and Incra settling projects,
1028,5102,Cachoeira Seca,,,2014,1,1,1,11,,Invasion by farmers and loggers. ,4,41,,,9,3,,,3,farmers and loggers,
1029,5102,Cachoeira Seca,,,2014,1,1,4,41,,"farms rising, exploration of timber which is illegal",1,11,,,9,3,,,3,farmers and loggers,
1030,.,Boa Vista,Juruna,.,2014,1,9,1,11,,farmers,9,99,,,2,2,,,3,farmers,
1031,5043,Arara da Volta Grande do Xingu,,,2014,1,2,1,11,,"Process of withdrawal paralyzed, and land invaders rising",5,50,Threat of hydroelectric plant,Threat of Belo Monte Hydro Plant being built,2,2,,,1|3,"invaders, Belo Monte Hydroelectric Plant",
1032,5038,Apyterewa,,,2014,1,2,1,11,,"Invasion of farmers and loggers, as well as rural workers",5,50,Threat of hydroelectric plant,Threat of Belo Monte Hydro Plant being built,2,2,,,3,farmers and loggers,
1033,.,Akrãtikatêjê,Akrãtikatêjê,.,2014,1,9,3,33,,Hydro plant Tucurui,5,50,Delay in legal sentence,Lands acknowlegded to indigenous from Eletronorte,2,2,,,2,Eletronorte,
1034,.,Guajanaíra,Guajajara,.,2014,1,1,9,99,,land still not demarcated. Waiting for years.,9,99,,,2,2,,,9,,
1035,5056,Atikum,,,2014,1,1,1,11,,Settlement for Incra agrarian reform,9,99,,,2,2,,,3,settlement,
1036,5056,Atikum,,,2014,1,1,1,11,,Invasion,2,,,Unsure what kind of destruction,1,2,,,3,invaders,
1037,.,Acampamento Vitorino,Kaingang,.,2014,1,1,5,50,Threat,threatened living in camps,9,99,,,9,2,,,3,People threatening indigenous,
1038,.,Apolima Arara,Apolima Arara,.,2014,1,1,1,11,,invaders and residents,9,99,,,2,2,,,3,invaders and residents,
1039,.,Migueleno,Muqueleno,.,2014,1,1,1,11,,actions of invaders,1,13,,governmental program of land regulation called Terra Legal,9,1,1,governmental program of land regulation called Terra Legal,1|3,"government, invaders",
1040,.,Cujubim,Cujubim,.,2014,1,1,1,11,,actions of invaders,1,13,,governmental program of land regulation called Terra Legal,9,1,1,governmental program of land regulation called Terra Legal,1|3,"government, invaders",
1041,5486,Puruborá,,,2014,1,1,4,41,,"invaders, mainly loggers take down nut trees",1,11,,,9,2,,,3,"invaders, loggers",
1042,.,Wajoro,Wajoro,.,2014,1,1,4,43,,invasion of fishermen,1,11,,invasion of former quilombo claiming the area,9,2,,,3,"fishermen, quilombo",
1043,.,Citadino,Chiquitano,.,2014,1,1,5,50,Delay,Process frozen,9,,,,2,2,,,9,,
1044,5284,Karitiana,Karitiana,.,2014,1,2,1,11,,farmer putting a bolt on the gate,4,41,,illegal sale of timber,9,2,,,3,farmers,
1045,5362,Mato Preto,,,2014,1,1,1,11,,Incra settlers,5,50,,Lawsuit against FUNAI and Union by Federal Prosecution,2,1,1,Union and Funai,3,Incra settlers,
1046,.,Various,Various,.,2014,1,2,5,50,Mortgage,Mortgages sold by non-indigenous by banks for real estate,9,99,,,2,1,1,"Union and Funai, leaving room in notary records for mortgages, loan collaterals, even though lands already declared indigenous",2,"corporation: banks for real estate, unclear whether public or private",
1047,.,Mato Castelhano,Kaingang,.,2014,1,1,1,11,,"Farmers, but: unclear whether they are living in or close to the indigenous land",5,50,,close to road,9,3,,,3,"farmers, roads",
1048,5362,Mato Preto,,,2014,1,9,3,31|32,,close to road and train,9,99,,,2,2,,,1,FUNAI,
1049,5510,Rio dos Índios,,,2014,1,1,1,11,,farmers,9,99,,,2,1,1|2,FUNAI and State Government,1|3,government and farmers,
1050,.,Lajeado do Bugre,Kaingang,.,2014,1,1,5,50,Delay,Process frozen. Indigenous with food scarcity,9,99,,2,2,2,,,9,,
1051,.,Carazinho,Kaingang,.,2014,1,1,5,50,Delay,,5,50,,close to road,2,2,2,,9,,
1052,.,Novo Xingu,Kaingang,.,2014,1,1,5,50,Land size,FUNAI questioning size of land and proposing reduction of limits,9,99,,,2,1,1,FUNAI,1,FUNAI,
1053,.,Kandóia,Kaingang,.,2014,1,9,1,11,,tension between farmers and indigenous escalating including the death of tweo farmers,5,50,Demonstration,Indigenous Demonstration to put pressure on the Minister of Justice,1,3,,,3,farmers,
1054,5361,Mato Castelhano,,,2014,1,1,5,50,Delay,not finished anthropological studies,9,99,,,2,2,,,1,FUNAI,
1055,5122,Capivari,,,2014,1,9,3,31,,"closeness to road, denied assistance with health, education and basic sanitation",1,11,,farmer claiming land,2,2,,,3,farmer,
1056,5747,Lami,,,2014,1,1,3,31,,"closeness to road, denied assistance with health, education and basic sanitation",9,99,,,2,2,,,1,FUNAI,
1057,5228,Irapuá,,,2014,1,9,1,11,,farmers. Guarani scared off by farmers and left.,9,99,,,9,3,,,3,farmers,
1058,.,Arroio Divisa,Guarani-Mbya,.,2014,1,1,3,31,,Closeness to road and government's transpirtation infrastructure office,5,50,,close to road,2,1,4,government's transportation infrastructure office,1,government,
1059,5191,Guarani do Araça'i,,,2014,1,9,1,11,,Land invasion not closer defined. Guarani camping at another land ,9,99,,,2,2,,,9,,
1060,5382,Morro dos Cavalos,,,2014,1,1,1,11,,settlers,5,50,Delay,,2,2,,,3,settlers,
1061,5701,Cambirela,,,2014,1,1,5,50,Delay,anthropologist not finished,9,,,,2,3,,,1,FUNAI,
1062,5357,Massiambu,,,2014,1,1,5,50,Delay,anthropologist not finished,9,,,,2,3,,,1,FUNAI,
1063,.,Yaká Porã,Guarani,.,2014,1,1,5,50,Delay,Delay due to FUNAI.,9,,,,2,1,4,EIA (Environmental Survey) of the Itapoá-Tecon SC Transmission Line,1,FUNAI,
1064,.,Yvy Dju/Reta,Guarani,.,2014,1,1,3,32,,insecurity due to Sao Francisco Railway Line. Also: Land conflicts / Invasion,9,,,,2,2,,,1,"FUNAI, Railway line",
1065,5461,Pirai,,,2014,1,1,5,50,Delay,Delay due to FUNAI. Missing physical demarcation,9,99,,,2,1,1,FUNAI,1,FUNAI,
1066,5584,Tarumã,,,2014,1,1,5,50,Delay,Delay due to FUNAI. Missing physical demarcation,9,99,,,2,1,1,FUNAI,1,FUNAI,
1067,5457,Pindoty,,,2014,1,1,5,50,Delay,Delay due to FUNAI. Missing physical demarcation,9,99,,,2,1,1,FUNAI,1,FUNAI,
1068,5378,Morro Alto,,,2014,1,1,1,11,,suffering invasions,5,50,Delay,Delay due to FUNAI,9,3,1,FUNAI,1,FUNAI,
1069,.,Fraiburgo,Kaingang,.,2014,1,1,1,11,,eviction,9,99,,,9,3,,,1,FUNAI,
1070,5786,Taego Ãwa,,,2014,1,1,1,11,,Bradesco Foiundation occupying part of area. Pressure from sectors connected to agribusiness,5,50,Delay,,2,2,,,2,"Bradesco Foundation, Agribusiness",
1071,5631,Tupinamba de Olivenca,,,2014,2,9,1,13,,,9,,,,2,1,4,"The Police claimed to be operating on court reposession orders, but it is unclear where from.",1,,
1072,5075,Barra Velha,,,2014,2,9,1,13,,"Federal and Civil Police, and Military Police",9,,,,1,1,4,all 3 Brazilian polices using rubber bullets and teargas bombs at the indigenous,1,"federal, civil and military police",
1073,.,Xakriabá de Cocos,Xakriabá,.,2014,2,9,1,11,,"farmers and agribusiness, attacking indigenous",9,,,,1,2,,,3,farmers,
1074,5309,Krikati,,,2014,2,2,1,11,,"farmers, no withdrawal of them due to a judge's sentence",9,,,,9,2,,,3,farmers,
1075,5806,Xakriabá,,,2014,2,1,3,31,,"road through middle of territory causing water pollution, environmental and social-cultural impacts",5,50,Demonstration,Demonstrations against works,2,1,2,state government and concessionary company,1|2,,
1076,5148,Dourados,,,2014,2,9,3,31,,road,9,,,,2,1,2,government of state Mato Grosso do Sul,1,state government,
1077,.,Kurusu Ambá,Guarani-Kaiowá,.,2014,2,9,2,23,,four armed men invaded camp and destroyed tents,2,22,,,,,,,,,
1078,5265,Kadiwéu,,,2014,2,2,1,11,,cattle farmers,9,,,,2,2,,,3,cattle farmers,
1079,5055,Arroio-Korá,,,2014,2,2,1,11,,"Demarcated, but indigenous cannot use land due to Judiciary acting in favor of political and economic interests",9,,,,2,1,4,Judiciary,1,,
1080,5393,Ñande Ru Marangatu,,,2014,2,2,1,11,,"Demarcated, but indigenous cannot use land due to Judiciary acting in favor of political and economic interests",9,,,,2,1,4,Judiciary,1,,
1081,5038,Apyterewa,,,2014,2,2,1,11,,"settlers, landgrabbers, farmers. Withdrawal of them condition for Belo Monte Hydroelectric Plant",9,,,,9,3,,,3,"settlers, landgrabbers, farmers",
1082,5043,Arara da Volta Grande do Xingu,,,2014,2,2,1,11,,hundreds of families: invaders,9,,,,2,3,,,3,invaders,
1083,5102,Cachoeira Seca,,,2014,2,1,1,11,,invaders,9,,,,2,3,,,3,invaders,
1084,5386,Munduruku,,,2014,2,9,3,33,,Sao Luiz do Tapajós Hydro Plant. Indigenous not asked,9,,,,9,1,1,federal gov,1,federal gov,
1085,.,Various,Apiaká | Kayabi | Munduruku,.,2014,2,9,3,33,,Sao Manuel plant in Teles Pires River,9,,,,9,1,2,president of Regional Federal Court,1,federal court,
1086,5300,Kayapó,,,2014,2,9,5,50,Bus,Illegal use of bus company of road in traditional land,9,,,,9,2,,,2,bus company,
1087,5018,Amanayé,,,2014,2,9,1,11,,settlers. One non-indigenous died,9,,,,1,1,1,Funai,3,settlers,
1088,5486,Puruborá,,,2014,2,1,1,11,,farmers and peasants,9,,,,9,1,2,Terra Legal program in favour of farmers and peasants,3,farmers and peasants,
1089,.,Various (State of Tocantins),Various,.,2014,2,9,5,50,Conversation Area,Prohibition of using fauna and flora,9,,,,2,3,9,,,,
1090,5293,Kaxinawa Do Rio Humaita,,,2014,3,9,4,41|42,,,3,31,,40 km road paved by the state government without permission or environmental impact study.,2,1,2,Acre was responsible for the road (responsibility for the resource exploitation is unclear),3|1,,
1091,.,Alto Rio Envira,Kaxinawá,.,2014,3,9,4,42,,"Illegal hunters invade the indigenous land, kill animals
to sell the meat and capture live species for illegal trade.",9,,,,9,2,,,3,hunters,
1092,5012,Alto Rio Purus,,,2014,3,9,4,42,,hunters,9,,,,9,2,,,3,hunters,
1093,5012,Alto Rio Purus,,,2014,3,9,4,41,,people stealing timber,9,,,,2,2,,,3,loggers,
1094,5012,Alto Rio Purus,,,2014,3,9,4,41,,loggers,9,,,,2,2,,,3,loggers,
1095,5286,Katukina/Kaxinawá,,,2014,3,9,4,42,,hunters,9,,,,9,2,,,3,hunters,
1096,.,Juruá,Apolima Arara | Ashaninka | isolated people | Jaminawá | Kanamari | Katukina | Kaxinawá | Kulina | Matis | Naua | Nukini | Poyanawa,.,2014,3,9,4,45,,Petrobras prospecting oil,2,23,,destruction of property through dynamite,9,3,,,2,Petrobras,
1097,5283,Kariri-Xocó,,,2014,3,9,1,11,,businessmen owners invading and building summer houses close to river,9,,,,2,2,,,3,invaders,
1098,5368,Médio Rio Negro II,,,2014,3,9,4,43,,tourists fishing as activity of Amazon Spot Fishing enterprise,9,,,,2,2,,,2,Amazon Spot Fishing and Marreco Pesca Esportiva enterprises,
1099,5631,Tupinambá de Olivença,,,2014,3,9,2,21|22|23|24,,"18 heavily armed gunmen, e.g. beat men, set fire residences, steal utensils, killed chicken, destroyed crops",9,,,,1,2,,,3,armed gunmen / invaders,
1100,.,Pataxó,Pataxó | Tupinambá,.,2014,3,9,4,41|42|44,,,9,,,,9,2,,,9,,
1101,5075,Barra Velha,,,2014,3,9,4,44,extraction of sand,,9,,,,9,2,,,9,,
1102,5106,Cahy/Pequi,,,2014,3,9,4,41|42|44,"illegally hunting, extracting sand and other minerals and logging",,9,,,,9,2,,,3,invaders,
1103,5795,Tremembé da Barra do Mundaú,,,2014,3,9,2,21,,"Set fire huts, residences, sacred territorry",9,,,,9,2,,,3,agressor and 15 men,
1104,5702,Carretão,,,2014,3,9,2,21|22,,burning fields and forests,9,,,,9,2,,,3,invaders,
1105,5059,Awá,,,2014,3,9,4,41,,,1,11,,threats of invasion,9,2,,,9,,
1106,5048,Arariboia,,,2014,3,9,4,41,,,1,11,,threats of invasion,9,2,,,9,,
1107,5015,Alto Turiaçu,,,2014,3,9,4,41,,,1,11,,,9,2,,,3,invaders,
1108,5059,Awá,,,2014,3,9,4,41,,,9,,,,9,2,,,9,,
1109,5015,Alto Turiaçu,,,2014,3,9,4,41,,illegal logging,6,63,,"Indigenous destroyed invadors' camps and equipment, tied them up and threw them out of the land",9,1,1,Union,3,invaders,
1110,5015,Alto Turiaçu,,,2014,3,9,4,41,,,1,11,,invasion. Funai and Environment Military Police are too small,9,2,,,3,loggers,
1111,5059,Awá,,,2014,3,9,4,41,,,5,50,,Omission of the State in monitoring,9,1,4,"""the State""",3,loggers,
1112,5015,Alto Turiaçu,,,2014,3,9,4,41,,,1,11,,SETTLERS,9,1,1,FUNAI failing deadline,3,loggers,
1113,5015,Alto Turiaçu,,,2014,3,9,2,21,,loggers burned indigenous production center,4,41,,loggers,9,2,,,3,loggers,
1114,5015,Alto Turiaçu,,,2014,3,9,4,41,,,9,,,,9,2,,,9,,
1115,5048,Arariboia,,,2014,3,9,4,41,,,1,11,,,9,2,,,3,loggers,
1116,5048,Arariboia,,,2014,3,9,1,11,,one farmer invaded and put up fences to raise cattle,9,,,,9,1,1,FUNAI failed to take action,3,farmer,
1117,5048,Arariboia,,,2014,3,9,1,11,,land leased,9,,,,2,2,,,9,,
1118,5179,Governador,,,2014,3,9,4,41,,,1,11,,,9,2,,,3,loggers,
1119,5768,Porquinhos dos Kanela Apãnjekra,,,2014,3,9,4,41,,loggers and coal dealers,1,11,,,9,2,,,3,loggers,
1120,5309,Krikati,,,2014,3,9,4,41,,loggers armed,1,11,,,9,2,,,3,loggers,
1121,5309,Krikati,,,2014,3,9,4,42,,"killing animals, birds etc",9,,,,9,2,,,3,hunters,
1122,5298,Kaxixó,,,2014,3,9,3,34,,large and luxurious constructions / summer homes,1,11,,,2,2,,,9,,
1123,5583,Taquara,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1124,5350,Maraiwatsede,,,2014,3,9,1,11,,"invasion, road closed by 100 settlers, natives stalked",9,,,,9,2,,,3,invaders,
1125,5392,Nambikwara,,,2014,3,9,3,33,,PCH (Small Hydroelectric Plant),9,,,,2,2,,,2,illegally set up enterprise,
1126,5350,Maraiwatsede,,,2014,3,2,1,11,,"criminal organization entering lands, and large-scale farmers",9,,,,2,3,,,3,invaders,
1127,5029,Apiaka/Kayabi,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1128,.,Jarudori,Bororo,.,2014,3,2,4,41|42|43|44,,also pesticides,1,11,,invaders,9,2,,,3,invaders,
1129,5464,Pirineus de Souza,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1130,5750,Manoki,,,2014,3,9,4,41,,deforestation and disobedience of court injunctions,1,11,,farm,2,2,,,3,farmers,
1131,5069,Bakairi,,,2014,3,9,4,43,,fishnets and fishing paraphernalia found,9,,,,2,3,,,9,,
1132,5029,Apiaka/Kayabi,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1133,.,.,Cinta Larga,.,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1134,5742,Kayabi,,,2014,3,9,4,42|43|44,,"illegal mining, gild, fishing inns, fire arms, wild animals apprehended",9,,,,2,3,,,9,,
1135,5350,Maraiwatsede,,,2014,3,9,2,21,,,9,,,,2,2,,,9,,
1136,5386,Munduruku,,,2014,3,9,4,44,,illegal gold extraction,5,50,,Threats: chases and death threats against leaders,2,2,,,3,miners,
1137,5369,Menkragnoti,,,2014,3,9,4,41,,,2,23,,11 camps destroyed,9,2,,,3,loggers,
1138,5619,Trocará,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1139,5426,Parakanã,,,2014,3,9,4,44,,"Mining, extraction of minerals",5,50,Slavery,labor situation in illegal prospecting area analogous to slavery,2,3,,,3,miners,
1140,5300,Kayapó,,,2014,3,9,4,44,,Mining,5,50,Bribes,Bribes paid for illegal mining ops,2,3,,,3,miners,
1141,5010,Alto Rio Guamá,,,2014,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
1142,5632,Turé/Mariquita,,,2014,3,9,2,22|24,,food and water contaminated,5,50,Pesticides,,2,3,,,2,"Biopalma da Amazônia, subsudiary of Vale",
1143,5300,Kayapó,,,2014,3,9,4,44,,"Minind and therefore mercury contamination in waters, silting of rivers and growing malaria numbers",9,,,,2,2,,,3,miners,
1144,5423,Paquiçamba,,,2014,3,9,5,50,River Drying,,5,50,Boundary review,"condition for construction of Belo Monte Hydroelectric Plant, but has not happened",2,3,,,9,,
1145,5102,Cachoeira Seca,,,2014,3,9,4,41,,,1,11,,Regulation of area not happening even though condition for installation license of Belo Monte Hydroelectric Plant,2,3,,,3,loggers,
1146,5102,Cachoeira Seca,,,2014,3,9,4,41,,,1,11,,,2,3,,,3,loggers,
1147,5386,Munduruku,,,2014,3,9,4,44,,"mining and consequently pollution of rivers, fish mortality and violent conflict",1,11,,constant invasion by miners,1,3,,,3,miners,
1148,5556,Sarauá,,,2014,3,9,4,41|43,,conflict with fishermen. And timber found,1,11,,,9,3,,,3,fishermen,
1149,5300,Kayapó,,,2014,3,9,1,11,,farmer invaded territory,9,,,,9,2,,,3,farmer,
1150,5673,Xikrin do Rio Catete,,,2014,3,9,2,23,,mining company Vale installed iron mine on top of old indigenous graveyard,4,44,,,9,3,,,2,mining company Vale,
1151,5338,Mãe Maria,,,2014,3,9,3,32,,Vale building railroad. Consequences to indigenous lands and serious environmental damages,4,44,,,9,3,,,2,mining company Vale,
1152,5569,Sororó,,,2014,3,9,1,11,,Incra-driven settlement projects around indigenous land,4,42,,,9,3,,,3,settlers,
1153,5569,Sororó,,,2014,3,9,2,21|23,,fires destroying forest reserves,9,,,,2,2,,,9,,
1154,.,Ororobá,Atikum,.,2014,3,9,1,11,,Invaders claiming land belonged to Inkra. One indigenous leader killed,9,,,,1,2,,,3,settlers,
1155,5782,Sawré Muybu (Pimental),,,2014,3,9,4,41,,,2,21,,,9,2,,,3,loggers,
1156,5010,Alto Rio Guamá,,,2014,3,9,6,63,,"Indigenous invaded Mejer farm which is located in indigenous land, after 40y",1,11,,,9,2,,,3,invaders,
1157,5010,Alto Rio Guamá,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1158,5284,Karitiana,,,2014,3,9,4,41,,Deforestation,9,,,,2,2,,,3,logger,
1159,5565,Sete de Setembro,,,2014,3,9,4,41,,Deforestation,1,11,,,2,2,,,3,logger,
1160,.,Various,Jabuti | Makurap,.,2014,3,9,4,44,,"Mining, dredges extracting ore. Boats found for cocaine, not mining",1,11,,Cocaine?,9,2,,,3,miners,
1161,.,Serra da Cutia,Isolated people,.,2014,3,9,4,44,,Mining,1,11,,,9,2,,,3,miners,
1162,5623,Tubarão Latunde,,,2014,3,9,4,41,,Deforestation,1,11,,,2,2,,,3,logger,
1163,5518,Rio Mequens,,,2014,3,9,4,41,,,9,,,,2,2,,,3,logger,
1164,.,Various,Cassupá | Karipuna de Rondonia | Karitiana | Kaxarari,.,2014,3,9,3,33,,Madeira River Hydroelectric Compound,4,41|43,,also nuts traders,9,1,1,FUNAI,1|2,Hydro power plant and FUNAI,
1165,.,Various,Oro Wari,.,2014,3,9,3,33,,"Madeira River Hydroelectric Compound, unsure whether unauthorized or not",2,23,,Infrastructure destruction,9,1,1,Funai,1|2,Hydro power plant and FUNAI,
1166,5118,Canauanin,,,2014,3,9,4,41,,Deforestation,1,11,,,2,2,,,3,logger,
1167,5678,Yanomami,,,2014,3,9,4,44,,"miners increasing, no action by authorities",4,41,,"Deforestation, contamination by mercury, luring of people to work illegal ore extraction, diseases, flu, malaria",9,3,,,3,miners,
1168,.,.,Guarani-Mbya,.,2014,3,9,2,21|23,,one home in village burnt,9,,,,9,2,,,9,,
1169,5382,Morro dos Cavalos,,,2014,3,9,2,23,,invaders cur for water hoses that supplied water to community,9,,,,9,2,,,9,,
1170,5382,Morro dos Cavalos,,,2014,3,9,3,31,,road built that caused oil spillage on river in indigenous land,9,,,,2,3,,,4,Construction site of road BR-101,
1171,5030,Apinayé,,,2014,3,9,4,41,,Natureza do Tocantins Institute emitted license to deforest surroundings of indigenous land without notifying Funai and Ibama,9,,,,2,1,2,Natureza do Tocantins Institute,1,Natureza do Tocantins Institute,
1172,5030,Apinayé,,,2014,3,9,4,41,,Natureza do Tocantins Institute emitted license to deforest surroundings of indigenous land. The businessman illegally deforested much more,9,,,,2,1,2,Natureza do Tocantins Institute,1,Natureza do Tocantins Institute,
1173,5671,Xerente,,,2014,3,9,2,21|23,,Bridge burnt,9,,,,2,2,,,9,,
