terrai_codigo,terrai_nome,municipio_nome,uf_sigla,superficie_perimetro_ha,fase_ti,modalidade_ti,data_em_estudo,tit_em_estudo,data_delimitada,tit_delimitada,data_declarada,tit_declarada,data_homologada,tit_homologada,data_regularizada,tit_regularizada
30001,Muriru,"Bonfim , Canta",RR,"55,559,436",Regularizada,Tradicionalmente ocupada,4/4/1997,"Portaria nº 316, de 04 de abril de 1997",4/9/1999,"Despacho nº 10, de 09 de abril de 1999",4/20/2001,"Portaria nº 357, de 20 de abril de 2001",6/23/2003,Decreto de 23 de junho de 2003,9/13/2007,"Matr. 34.849, Lv. 2-RG, Fls. 001"
30101,Murutinga/Tracaja,Autazes                                 ,AM,13286,Delimitada,Tradicionalmente ocupada,4/9/1997,"Portaria nº 315, de 09 de Abril de 1997",7/30/2012,"Despacho nº 422, de 30 de julho de 2012",,,,,,
30201,Nambikwara,Comodoro                                ,MT,"10,119,614,852",Regularizada,Tradicionalmente ocupada,,,,,,,1/10/1990,"Decreto nº 9.814, de 10 de janeiro de 1990",4/10/1987,Matr. 1.517  Lv. 2-RG  Fl. 01/03
30301,Ñande Ru Marangatu,Antônio João                            ,MS,"9,317,216",Homologada,Tradicionalmente ocupada,4/9/1999,"Portaria nº 199, de 09 de abril de 1999",,,10/30/2002,"Portaria nº 1456, de 30 de outubro de 2002",3/28/2005,Decreto de 28 de março de 2005,,
30401,Natal/Felicidade,Autazes                                 ,AM,"3,133,411",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/25/1992,Matr. 533  Lv. 2-B  Fl. 193
56601,Nauá,Mâncio Lima                             ,AC,0,Em Estudo,Tradicionalmente ocupada,11/14/2003,"Portaria nº 1071, de 14 de novembro de 2003",,,,,,,,
30501,Nhamundá/Mapuera,"Oriximiná, Faro, Urucará, Nhamundá",AM/PA,"10,495,200,002",Regularizada,Tradicionalmente ocupada,,,,,,,8/17/1989,"Decreto nº 98.063, de 17 de agosto de 1989",6/15/1990,Matr. 1.029  Lv. 2-A  Fl. 229
30601,Nioaque,Nioaque                                 ,MS,"30,293,529",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,11/21/1991,Matr. 881  Lv. 2/RG  Fl. 01
30701,Nonoai,"Rio dos Índios, Nonoai, Planalto, Gramado dos Loureiros",RS,19830,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,,,,
73721,Nonoai/Rio da Várzea,"Trindade do Sul, Nonoai, Liberato Salzano, Planalto, Gramado dos Loureiros",RS,0,Em Estudo,Tradicionalmente ocupada,7/3/2009,"Portaria nº 686, de 3 de julho de 2009",,,,,,,,
30801,Nonoai/Rio da Várzea,"Trindade do Sul, Nonoai, Liberato Salzano, Planalto, Gramado dos Loureiros",RS,"164,154,443",Regularizada,Tradicionalmente ocupada,,,,,12/11/1998,PD 822 de 11.12.98,2/10/2003,Decreto de 10 de fevereiro de 2003,7/2/2003,"Matr. 5.084, Lv. 2-RG, Ficha 01"
64301,Norotsurã,"Agua Boa, Campinápolis, Nova Xavantina",MT,0,Em Estudo,Tradicionalmente ocupada,10/19/2000,"Portaria n° 1086, de 19 de outubro de 2000",,,,,,,,
30901,Nossa Senhora de Fátima,Miranda                                 ,MS,"88,888",Regularizada,Reserva Indígena,,,,,,,,,,
31001,Nova Esperança do Rio Jandiatuba,"Amaturá, São Paulo de Olivença",AM,"20,003,928",Regularizada,Tradicionalmente ocupada,6/9/1998,"Portaria nº 579, de 9 de junho de 1998",10/6/2000,"Despacho nº  , de 6 de outubro de 2000",11/6/2001,"Portaria nº 1010, de 06 de novembro de 2001",10/27/2004,Decreto de 27 de outubro de 2004,6/26/2006,"Matr. 657, Lv. 2-D, Fl. 77"
31101,Nova Jacundá,Rondon do Pará                          ,PA,"1,969,043",Regularizada,Dominial Indígena,,,,,,,,,,
31201,Nove de Janeiro,Humaitá                                 ,AM,"2,287,770,999",Regularizada,Tradicionalmente ocupada,,,,,,,11/3/1997,Decreto de 3 de novembro de 1997,7/28/1998,Matr. 2.528  Lv. 2-I  Fl. 274
31301,Nukini,Mâncio Lima                             ,AC,"272,635,212",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,5/6/1996,Matr. 61  Lv. 2-A  Fl. 62
31402,Ofayé-Xavante,Brasilândia                             ,MS,484,Regularizada,Reserva Indígena,,,,,,,,,,
31401,Ofayé-Xavante,Brasilândia                             ,MS,"1,937,625",Declarada,Tradicionalmente ocupada,,,,,5/28/1992,PD 264 de 28/05/92,,,,
31501,Ouro,Boa Vista                               ,RR,"135,729,696",Regularizada,Tradicionalmente ocupada,,,,,,,2/17/1982,"Decreto nº 86931, de 17 de fevereiro 1982",11/22/1988,Matr. 9.338  Lv. 2/RG  Fl. 01
31601,Pacaas Novas,Guajará-Mirim                           ,RO,"2,799,063,833",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,4/3/1992,Matr. 4.046  Lv. 2-T  Fl. 80
55401,Pacajá,Portel                                  ,PA,0,Em Estudo,Tradicionalmente ocupada,6/26/2003,"Portaria nº 615, de 26 de junho de 2003",,,,,,,,
31701,Pacheca,Camaquã                                 ,RS,"1,852,205",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 304 de 17.05.96,8/1/2000,Decreto de 1 de agosto de 2000,9/19/2000,Matr. 26.393  Lv. 2-RG  Fl. 01/02
31901,Padre,Autazes                                 ,AM,"797,511",Regularizada,Tradicionalmente ocupada,10/9/1998,"Portaria nº 969, de 9 de outubro de 1998",12/21/1999,"Despacho nº 87, de 21 de dezembro de 1999.",8/10/2000,"Portaria MJ nº 679, de 10 de agosto de 2000.",5/5/2003,Decreto de 05 de maio de 2003,9/17/2003,"Av.1.0747, Lv. 2-D, Fl.48"
71901,Pakurity,Cananeia,SP,0,Em Estudo,Tradicionalmente ocupada,8/30/2011,"Portaria nº 1262, de 30 de agosto de 2011",,,,,,,,
32002,Palmas,"Abelardo Luz, Palmas",PR/SC,"38,008,794",Regularizada,Tradicionalmente ocupada,,,9/25/2002,"Despacho nº 149, de 25 de setembro de 2002",12/23/2004,"Portaria nº 3894, de 23 de dezembro de 2004",4/19/2007,Decreto de 19 de abril de 2007,3/23/2009,"Matr. 12.907, Lv. RG, Ficha 12.907"
64801,Panambi - Lagoa Rica,"Douradina, Itaporã",MS,12196,Delimitada,Tradicionalmente ocupada,,,12/9/2011,"Despacho nº 524, de 9 de dezembro de 2011",,,,,,
32101,Panambizinho,Dourados                                ,MS,"12,728,035",Regularizada,Tradicionalmente ocupada,,,,,12/13/1995,PD 1560 de 13/12/95,10/27/2004,Decreto de 27 de outubro de 2004,2/2/2005,"Matr. 75.027, Lv. RG, Fl. 01"
32201,Panará,"Altamira, Matupá, Guarantã do Norte",MT/PA,"499,740,005",Regularizada,Tradicionalmente ocupada,,,,,11/1/1996,PD 667 de 01/11/96,4/30/2001,Decreto de 30 de abril de 2001,7/3/2002,Matr. 24.220 Lv. 2-AAX Fls. 248
71001,Pankará da Serra do Arapuá,Carnaubeira da Penha                    ,PE,0,Em Estudo,Tradicionalmente ocupada,8/23/2010,"Portaria nº 1160, de 23 de agosto de 2010",,,,,,,,
32301,Pankararé,"Glória, Paulo Afonso, Rodelas",BA,"295,973,322",Regularizada,Tradicionalmente ocupada,,,,,,,1/5/1996,Decreto de 05 de janeiro de 1996,1/16/1996,Matr. 5888  Lv. 2AB-RG  Fl. 44
32401,Pankararu,"Jabora, Petrolandiia, Tacaratu",PE,"83,772,819",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,7/14/1987,"Decreto nº 94603, de 14 de julho de 1987",12/24/2007,"Matr. 10.617, Lv. 2-RGI, Ficha 01"
32601,Paquiçamba,Vitória do Xingu                        ,PA,"43,842,668",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 388, de 24 de dezembro de 1991",11/12/1990,Matr. 103  Lv. 2-A  Fl. 108
32602,Paquiçamba,"Anapu, Senador Jose Porfirio e Vitória do Xingu",PA,15733,Declarada,Tradicionalmente ocupada,,,10/22/2012,"Despacho nº 787, de 22 de outubro de 2012",5/30/2014,"Portaria nº 904, de 30 de maio de 2014",,,,
32701,Parabubure,"Água Boa, Campinápolis, Nova Xavantina",MT,"2,244,473,367",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,7/19/1988,"Matr. 4.791,  Lv. 2-RG,  Fl. 01V/2"
32801,Paracuhuba,Autazes                                 ,AM,"9,275,376",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 310, de 29 de outubro de 1991",2/25/1992,Matr. 530  Lv. 2-B  Fl. 190
32901,Parakanã,"Itupiranga, Novo Repartimento",PA,"351697,41",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,5/18/1987,Matr. 004  Lv. 2-A  Fl. 002
33001,Paraná do Arauató,Itacoatiara                             ,AM,"5,915,445",Regularizada,Tradicionalmente ocupada,5/31/1996,"Portaria nº 389, de 31 de maio de 1996",,,,,10/27/2004,Decreto de 27 de outubro de 2004,3/15/2005,"Matr. 13.370, Lv. 2/RG, Fl. 01"
33101,Parana do Boa Boa,"Japurá, Santa Isabel do Rio Negro",AM,"2,405,458,478",Regularizada,Tradicionalmente ocupada,,,,,9/30/1993,PD  364,11/3/1997,Decreto de 3 de novembro de 1997,5/21/2001,Matr. 51  Lv. 2-RG  Fl. 1
33201,Parana do Paricá,Maraã                                   ,AM,"7866,32",Regularizada,Tradicionalmente ocupada,,,,,8/16/1993,PD  306,9/8/1998,Decreto de 8 de setembro de 1998,9/25/2000,Matr. 160  Lv. 2-A  Fl. 151
33301,Parati-Mirim,Parati                                  ,RJ,"791,997",Regularizada,Tradicionalmente ocupada,,,,,6/30/1994,PD 437 de 30/06/94,1/5/1996,Decreto de 05 de  janeiro de 1996,3/8/1996,Matr. 1.882  Lv. 2-A  Fl. 2467
33302,Parati-Mirim,Parati,RJ,0,Em Estudo,Tradicionalmente ocupada,3/5/2008,"Portaria n° 184, de 5 de março de 2008",,,,,,,,
33401,Paresi,Tangará da Serra                        ,MT,"5,635,865,345",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/20/1987,"Matr. 5.014,  Lv. 2-RG,  Fl. 1-5v"
33501,Parque do Araguaia,"Formoso do Araguaia, Lagoa da Confusão e Pium",TO,"13,584,994,784",Regularizada,Tradicionalmente ocupada,,,,,,,4/14/1998,Decreto de 14 de abril de 1998,9/22/1998,Matr. 687  Lv. L-2/C  Fl. 187
33601,Parque do Aripuanã,"Juína , Vilhena",MT/RO,"16,032,459,806",Regularizada,Tradicionalmente ocupada,,,,,,,11/20/1989,Decreto de 20 de novembro de 1989,9/22/1988,Matr. 4.146  Lv. 2/RG  Fl. 001
33701,Parque do Tumucumaque,"Almeirim, Oriximiná, Laranjal do Jari, Óbidos, Alenquer",AP/PA,"30,710,678,764",Regularizada,Tradicionalmente ocupada,,,,,7/16/1968,PD  DD-62.998,11/3/1997,Decreto de 3 de novembro de 1997,8/18/1998,Matr. 99  Lv. 2-A  Fl. 99
33801,Parque do Xingu,"Nova Ubiratã, Canarana, Feliz Natal, Gaúcha do Norte, Marcelândia, Paranatinga, Querência, São Felix do Araguaia e São Felix do Xingu",MT,"26,420,039,374",Regularizada,Tradicionalmente ocupada,,,,,,,1/25/1991,Decreto de 25 de janeiro de 1991,7/22/1987,"Matr. 3.293,  Lv. 2-RG,  Fl. 001"
70901,Passo Grande,Barra do Ribeiro                        ,RS,0,Em Estudo,Tradicionalmente ocupada,3/1/2010,"Portaria nº 214, de 01 de março de 2010",,,,,,,,
65301,Passo Grande do Rio Forquilha,"Cacique Doble, Sananduva",RS,1916,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,8/13/2008,"Despacho n° 33, de 13 de agosto de 2008",4/25/2011,"Portaria nº 498, de 25 de abril de 2011",,,,
33901,Patauá,Autazes                                 ,AM,"615,885",Regularizada,Tradicionalmente ocupada,10/9/1998,"Portaria nº 969, de 9 de outubro de 1998",4/24/2000,"Despacho nº 21, de 24 de abril de 2000",4/20/2001,"Portaria nº 362, de 20 de abril de 2001",5/5/2003,Decreto de 05 de maio de 2003,9/17/2003,"Matr. 881, Lv.2-D, Fl. 181"
42101,Paukalirajausu,"Nova Lacerda, Vila Bela da Santissima Trindade",MT,8400,Delimitada,Tradicionalmente ocupada,,,,,,,4/29/1985,"Decreto nº 91209, de 29 de abril de 1985",5/21/2004,"Matrícula 20.245, Livro 2, Folha 01 e Verso"
34201,Paumari do Cuniua,Tapauá                                  ,AM,"428,280,481",Regularizada,Tradicionalmente ocupada,,,,,11/16/1992,PD  549,11/3/1997,Decreto de 3 de novembro de 1997,12/31/1997,Matr. 755  Lv. 2-E  Fl. 45
34302,Paumari do Lago Manissuã,Tapaua,AM,"229,700,651",Regularizada,Tradicionalmente ocupada,,,,,,,5/5/2003,Decreto de 05 de maio de 2003,10/2/2003,"Averbação da matr. 792, Lv. 2-E, Fl. 82"
34401,Paumari do Lago Marahã,Lábrea                                  ,AM,"1,187,668,862",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,PD  262,9/8/1998,Decreto de 8 de setembro de 1998,10/19/1999,Matr. 2.032  Lv. 2-H  Fl. 125
34501,Paumari do Lago Paricá,Tapauá                                  ,AM,"15,792,112",Regularizada,Tradicionalmente ocupada,,,,,6/23/1989,PD  376,9/8/1998,Decreto de 8 de setembro de 1998,1/18/1999,Matr. 800  Lv. 2E-RG  Fl. 90
34601,Paumari do Rio Ituxi,Lábrea                                  ,AM,"7,572,412",Regularizada,Tradicionalmente ocupada,,,,,10/11/1991,PD  525,12/11/1998,Decreto de 11 de dezembro de 1998,2/4/1999,Matr. 2.008  Lv. 2-H  Fl. 90
71801,Peguaoty,"Miracatu , Sete Barras",SP,0,Em Estudo,Tradicionalmente ocupada,11/3/2011,"Portaria nº 1509, de 3 de novembro de 2011",,,,,,,,
34701,Peneri/Tacaquiri,Pauini                                  ,AM,"1,898,709,641",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,PD  251,11/3/1997,Decreto de 3 de novembro de 1997,5/17/1999,Matr. 281  Lv. 2-A  Fl. 90
34801,Pequizal,Nova Lacerda                            ,MT,"98,868,211",Regularizada,Tradicionalmente ocupada,,,,,6/19/1992,PD 297 de 19/06/92,1/5/1996,Decreto de 05 de janeiro de 1996,1/18/1996,Matr. 10.834  Lv. 2/RG  Fl. 01
55201,Pequizal do Naruvôtu,"Canarana, Gaúcha do Norte",MT,27980,Declarada,Tradicionalmente ocupada,7/7/2003,"Portaria nº 653, de 07 de julho de 2003",1/11/2006,"Despacho n° 02, de 11 de janeiro de 2006",6/4/2009,"Portaria nº 1845, de 4 de junho de 2009",,,,
34901,Perigara,Barão de Melgaço                        ,MT,"107,404,115",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 385, de 24 de dezembro de 1991",2/17/1992,Matr. 46.357  Lv. 2/RG  Fl. 01
35001,Peruíbe,Peruíbe                                 ,SP,"4,804,737",Regularizada,Tradicionalmente ocupada,,,,,,,5/16/1994,Decreto de 16 de maio de 1994,6/22/1994,"Matr. 176.125,  Lv.2-RG,  Fl. 01"
70701,Petim/Arasaty,Guaíba                                  ,RS,0,Em Estudo,Tradicionalmente ocupada,3/1/2010,"Portaria nº 214, de 01 de março de 2010",,,,,,,,
35101,Piaçaguera,Peruíbe                                 ,SP,2795,Declarada,Tradicionalmente ocupada,11/27/2007,"Portaria n° 1170, de 27 de novembro de 2007",4/23/2009,"Despacho nº 26, de 23 de abril de 2009",4/25/2011,"Portaria nº 500, de 25 de abril de 2011",,,,
35201,Pilad Rebuá,Miranda                                 ,MS,"2,083,702",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 299, de 29 de outubro de 1991",6/21/2001,"R-2-7.607, Lv. 2-U, Fls. 93"
35202,Pilad Rebuá,Miranda                                 ,MS,0,Em Estudo,Tradicionalmente ocupada,7/6/2010,"Portaria nº 985, de 6 de julho de 2010",,,,,,,,
35301,Pimentel Barbosa,"Canarana, Ribeirão Cascalheira ",MT,"328,966,444",Regularizada,Tradicionalmente ocupada,,,,,,,8/20/1986,"Decreto nº 93147, de 20 de agosto de 1986",5/5/1994,Matr. 4.135  Lv. 2/RG  Fl. 01
35401,Pinatuba,Manicoré                                ,AM,"295,649,382",Regularizada,Tradicionalmente ocupada,5/31/1996,"Portaria nº 388, de 31 de maio de 1996",6/8/1998,DOU  ,12/11/1998,PD  821,12/11/2001,Decreto de 11 de dezembro de 2001,7/25/2005,"Matr. 351, Lv. 2-B, Fl. 51"
44301,Pindoty,"Araquari, Balneário Barra do Sul ",SC,3294,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,5/8/2008,"Despacho n° 18, de 8 de maio de 2008",6/4/2010,"Portaria nº 953, de 4 de junho de 2010",,,,
35501,Pinhal,Seara,SC,"8,800,761",Regularizada,Tradicionalmente ocupada,,,,,10/19/1994,PD 793 de 19/10/94,4/14/1998,Decreto de 14 de abril de 1998,6/26/2000,Matr. 14.070  Lv. 2-AV  Fl. 270
35601,Pinhalzinho,Tomazina                                ,PR,"593,372",Regularizada,Reserva Indígena,,,,,,,,,,
62801,Pipipã,Floresta,PE,0,Em Estudo,Tradicionalmente ocupada,11/14/2014,"Portaria nº 1255, de 14 de novembro de 2014",,,,,,,,
35701,Pirahã,Humaitá                                 ,AM,"3,469,105,673",Regularizada,Tradicionalmente ocupada,,,,,7/27/1992,PD 374 de 27/07/92,11/4/1997,Decreto de 3 de novembro de 1997,7/29/1998,Matr. 2.529  Lv. 2-I  Fl. 276
35801,Pirai,Araquari                                ,SC,3017,Declarada,Tradicionalmente ocupada,5/15/2003,"Portaria nº 428, de 15 de maio de 2003",5/8/2008,"Despacho n° 19, de 8 de maio de 2008",9/1/2009,"Portaria nº 2907, de 1º de setembro de 2009",,,,
35901,Pirajuí,Paranhos                                ,MS,"21,182,325",Regularizada,Tradicionalmente ocupada,,,,,,,8/6/1986,"Decreto nº 93067, de 06 de agosto de 1986",9/30/1991,Matr. 683  Lv. 2/RG  Fl. 01/2
36001,Pirakua,"Bela Vista, Ponta Porã",MS,"23,840,554",Regularizada,Tradicionalmente ocupada,,,,,6/1/1992,PD 280 de 01/06/92,8/13/1992,Decreto de 13 de agosto de 1992,4/22/1993,Matr. 8.624  Lv. 2/RG  Fl. 01V
36101,Pirineus de Souza,Comodoro                                ,MT,"282,122,716",Regularizada,Tradicionalmente ocupada,,,,,,,4/24/1984,"Decreto nº 89579, de 24 de abril de 1984",8/6/1984,Matr. 16.525  Lv. 2-L-3  Fl. 280
66901,Piripkura ( restrição de uso ),"Colniza, Rondolândia",MT,242500,Em Estudo,Interditada,,,,,,,,,,
73708,Pirititi (restrição de uso),Rorainópolis                            ,RR,43404,Em Estudo,Interditada,,,,,,,,,,
36201,Pitaguary,"Maracanaú, Pacatuba",CE,"17,278,686",Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,7/4/2000,"Despacho nº 35, de 04 de julho de 2000",12/15/2006,"Portaria n° 2366, de 15 de dezembro de 2006",,,,
36301,Pium,Alto Alegre                             ,RR,"46,076,137",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 271, de 29 de outubro de 1991",1/2/1992,Matr. 12.335  Lv. 2/RG  Fl. 01
53201,Ponciano,"Altazes, Careiro da Várzea",AM,4329,Declarada,Tradicionalmente ocupada,10/31/2011,"Portaria nº 1499, de 31 de outubro de 2011",7/30/2012,"Despacho nº 421, de 30 de julho de 2012",12/11/2015,"Portaria nº 2084, de 11 de dezembro de 2015",,,,
69601,Ponta da Formiga,Barra do Ribeiro                        ,RS,0,Em Estudo,Tradicionalmente ocupada,9/28/2009,"Portaria nº 1179, de 28 de setembro de 2009",,,,,,,,
36401,Ponta da Serra ,Boa Vista,RR,"155,970,625",Regularizada,Tradicionalmente ocupada,,,,,,,2/17/1982,"Decreto nº 86935, de 17de fevereiro de 1982",11/22/1988,Matr. 9.337  Lv. 2/RG  Fl. 01
36501,Ponte de Pedra,"Campo Novo do Parecis, Diamantino, Nova Maringa",MT,17000,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,6/22/2006,"Despacho n° 59, de 22 de junho de 2006",9/27/2010,"Portaria nº 3078, de 27 de setembro de 2010",,,,
36601,Porquinhos,"Barra do Corda, Fernando Falcão",MA,"795,202,544",Regularizada,Tradicionalmente ocupada,,,,,,,8/10/1983,"DECRETO Nº 88.599, DE 09 DE AGOSTO DE 1983",4/10/1984,Matr. 8.081  Lv. 2-AE  Fl. 66
36602,Porquinhos dos Kanela Apãnjekra,"Barra do Corda, Fernando Falcão, Mirador e Formosa da Serra Negra",MA,301000,Declarada,Tradicionalmente ocupada,10/30/2000,"Portaria nº 1.122, de 30 de outubro de 2000",7/18/2007,"Despacho n° 50, de 18 de julho de 2007",5/18/2010,"Portaria nº 799, de de 18 de maio de 2010",,,,
57001,Portal do Encantado,"Pontes e Lacerda, Vila Bela da Santissima Trindade, Porto Esperidião",MT,43057,Declarada,Tradicionalmente ocupada,,,,,,,,,,
57101,Porto Limoeiro,Santo Antônio do Içá                    ,AM,"45,877,205",Regularizada,Tradicionalmente ocupada,2/28/2003,"Portaria nº 130, de 28 de fevereiro de 2003",7/20/2006,"Despacho n° 73, de 20 de julho de 2006",12/14/2007,"Portaria n° 2137, de 14 de dezembro de 2007",6/5/2012,Decreto de 5 de junho de 2012,3/7/2013,"Matr. 1.267, Lv. G, Fl. 167"
36701,Porto Lindo,Japorã                                  ,MS,"16,488,899",Regularizada,Tradicionalmente ocupada,8/3/2012,"Portaria nº 986, de 3 de agosto de 2012",,,,,10/29/1991,"DECRETO Nº 302, DE 29 DE OUTUBRO DE 1991",7/12/1993,Matr. 3.210  Lv. 2/RG  Fl. 01
36801,Porto Praia,Uarini                                  ,AM,"47,698,617",Regularizada,Tradicionalmente ocupada,8/18/1994,"Portaria nº 745, de 18 de agosto de 1994",1/12/2001,Despacho do Presidente nº 5,11/6/2001,"Portaria nº 1013, de 06 de novembro de 2001",4/19/2004,Decreto de 19 de abril de 2004,5/14/2004,"Matr. 172, Lv. 2-A, Fl. 172"
36901,Potiguara,"Rio Tinto, Marcação, Baia da Traição",PB,"212,384,898",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 267, de 29 de outubro de 1991",6/10/1987,Matr. 901  Lv. 2-F  Fl. 69
37001,Potiguara de Monte-Mor,"Rio Tinto, Marcação",PB,"75,305,969",Declarada,Tradicionalmente ocupada,5/10/2001,"Portaria nº 443, de 10 de maio de 2001",5/19/2004,"Despacho nº 49, de 19 de maio de 2004",12/14/2007,"Portaria n° 2135, de 14 de dezembro de 2007",,,,
73732,Potrerito,"Paranhos, Tacuru e Sete Quedas",MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
37101,Potrero Guaçu,Paranhos                                ,MS,4025,Declarada,Tradicionalmente ocupada,,,,,4/13/2000,"Portaria nº 298, de 13 de abril de 2000",,,,
37201,Poyanawa,Mâncio Lima                             ,AC,"244,990,885",Regularizada,Tradicionalmente ocupada,,,,,3/2/1993,PD  067,4/30/2001,Decreto de 30 de abril de 2001,6/4/2002,Matr. 219 Lv.2-B/RG Fl.19
37301,Praia do Índio,Itaituba                                ,PA,"315,019",Encaminhada RI,Reserva Indígena,,,,,,,,,,
37401,Praia do Mangue,Itaituba                                ,PA,"318,449",Encaminhada RI,Reserva Indígena,,,,,,,,,,
53401,Prosperidade,Tonantins                               ,AM,"55,728,552",Regularizada,Tradicionalmente ocupada,6/11/2004,"Portaria nº 732, de 11 de junho de 2004",11/21/2006,Despacho nº 97 de 21 de novembro de 2006,8/14/2007,"Portaria n° 1391, de 14 de agosto de 2007",12/21/2009,Decreto de 21 de dezembro de 2009,8/26/2011,"Matr. 1.164, Lv. 2-G, Fl. 64"
65501,Puruborá,"Seringueiras, São Francisco do Guapore",RO,0,Em Estudo,Tradicionalmente ocupada,5/2/2013,"Portaria nº 447, de 2 de maio de 2013",,,,,,,,
69201,Pyhau,Barão de Antonina                       ,SP,0,Em Estudo,Tradicionalmente ocupada,8/11/2011,"Portaria nº 1187, de 11 de agosto de 2011",,,,,,,,
37501,Queimadas,Ortigueira                              ,PR,"30,777,602",Regularizada,Tradicionalmente ocupada,,,,,,,5/23/1996,Decreto de 23 de maio de 1996,6/19/1996,Matr. 4.164  Lv. 2-RG  Fl. 001
37601,Quixaba - Fazenda Pedrosa,Glória                                  ,BA,"281,658",Regularizada,Reserva Indígena,,,,,,,,,,
37701,Raimundão,Alto Alegre                             ,RR,"42,768,088",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD  303,11/3/1997,Decreto de 3 de novembro de 1997,1/19/1998,Matr. 17.301  Lv. 2-RG  Fl. 01
37801,Rancho Jacaré,Laguna Carapã                           ,MS,"7,775,349",Regularizada,Tradicionalmente ocupada,,,,,,,3/8/1984,"Decreto nº 89422, de 08 de março de 1984",5/28/1984,Matr. 15.814  Lv. 2-RG  Fl. 1V/2
37901,Raposa Serra do Sol,"Normandia, Pacaraima, Uiramutã                               ",RR,"17,474,647,832",Regularizada,Tradicionalmente ocupada,8/6/1992,"Portaria nº 1141, de 6 de agosto de 1992",,,12/11/1998,"Portaria n° 820/MJ, de 11 de dezembro de 1998",4/15/2005,Decreto de 15 de abril de 2005,8/12/2005,"Matr. 28.895, Lv. 2-RG, Fl. 01"
38001,Recreio/São Félix,Autazes                                 ,AM,"251,051",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/25/1992,"Matr. 532,  Lv. 2-B,  Fl. 192"
38102,Ribeirão Silveira,Guarani,SP,"84,689,333",Declarada,Tradicionalmente ocupada,8/28/2000,Portaria nº 867,12/26/2002,"Despacho nº 204, de 26 de dezembro de 2002",6/30/2008,"Portaria n° 1236, de 30 de junho de 2008",,,,
38201,Rio Apaporis,Japurá                                  ,AM,"1,069,603,377",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD  313,4/14/1998,Decreto de 14 de abril de 1998,6/22/1999,Matr. 12  Lv. 01  Fl. 12
38301,Rio Areia,Inácio Martins                          ,PR,"13,523,784",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 302 de 17.05.96,4/14/1998,Decreto de 14 de abril de 1998,7/28/1998,Averbação da matr. 8.702  Lv. -  Fl. 2
38401,Rio Arraias,Marcelândia                             ,MT,0,Em Estudo,Tradicionalmente ocupada,5/26/2003,"Portaria nº 469, de 26 de maio de 2003",,,,,,,,
38501,Rio Biá,"Jutaí, Carauari",AM,"1185791,71",Regularizada,Tradicionalmente ocupada,,,,,7/30/1993,PD  279,11/3/1997,Decreto de 3 de novembro de 1997,12/8/1997,"Matr. 323,  Lv. 2-A,  Fl. 123"
38601,Rio Branco,"Alta Floresta D`Oeste,São Miguel D'Oeste, São Francisco do Guapore",RO,"236137,11",Regularizada,Tradicionalmente ocupada,9/1/1999,"Portaria nº 742, de 1º de setembro de 1999",,,,,8/6/1986,"Decreto nº 93074, de 06 de agosto de 1986",11/10/1986,Matr. 366  Lv. 2-B  Fl. 167/168
38701,Rio Branco Itanhaém,"Itanhaém, São Vicente, São Paulo",SP,"2856,1",Regularizada,Tradicionalmente ocupada,,,,,,,4/14/1987,"Decreto nº 94224, de 14 de abril de 1987",2/29/1988,"Matr. 112.580,  Lv. 02-RG,  Fl. 001"
